receipt_id,image_path,text_path,vendor_name,vendor_canonical,gstin,invoice_no,date,subtotal,cgst,sgst,igst,cess,round_off,total,template_id,noise_tier,rotation_deg
R00363,receipts_images/R00363.png,receipts_text/R00363.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,INV-2025-82411,2025-02-24,668.90,0.00,0.00,33.45,0.00,-0.35,702.00,restaurant,0,0.0
R00364,receipts_images/R00364.png,receipts_text/R00364.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,RCPT-2025-81101,2025-06-02,5003.52,0.00,0.00,0.00,0.00,0.48,5004.00,fuel,1,-1.09
R00365,receipts_images/R00365.png,receipts_text/R00365.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,INV-2024-43505,2025-04-04,832.04,0.00,0.00,0.00,0.00,-0.04,832.00,fuel,0,0.0
R00366,receipts_images/R00366.png,receipts_text/R00366.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,INV-2024-26219,2025-01-22,1560.23,39.01,39.00,0.00,0.00,-0.24,1638.00,restaurant,0,0.0
R00367,receipts_images/R00367.png,receipts_text/R00367.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,BILL-2024-64785,2025-05-09,3989.32,99.74,99.73,0.00,0.00,0.21,4189.00,retail,0,0.0
R00368,receipts_images/R00368.png,receipts_text/R00368.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,TI-2024-26009,2025-02-18,1225.76,0.00,0.00,61.29,0.00,-0.05,1287.00,restaurant,0,0.0
R00369,receipts_images/R00369.png,receipts_text/R00369.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,INV-2025-81737,2025-09-01,18758.16,1125.49,1125.49,0.00,0.00,-0.14,21009.00,b2b,0,0.0
R00370,receipts_images/R00370.png,receipts_text/R00370.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,BILL-2025-70646,2025-03-12,2398.09,143.89,143.88,0.00,0.00,0.14,2686.00,retail,3,-0.44
R00371,receipts_images/R00371.png,receipts_text/R00371.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,BILL-2024-78499,2025-07-20,12395.39,743.73,743.72,0.00,0.00,0.16,13883.00,b2b,2,-1.42
R00372,receipts_images/R00372.png,receipts_text/R00372.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,TI-2024-34179,2025-05-25,21547.26,1292.84,1292.83,0.00,0.00,0.07,24133.00,b2b,1,1.23
R00373,receipts_images/R00373.png,receipts_text/R00373.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,RCPT-2024-34166,2025-05-24,2268.49,56.71,56.71,0.00,0.00,0.09,2382.00,restaurant,0,0.0
R00374,receipts_images/R00374.png,receipts_text/R00374.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,TI-2025-77959,2025-02-21,1275.92,31.90,31.90,0.00,0.00,0.28,1340.00,restaurant,1,0.99
R00375,receipts_images/R00375.png,receipts_text/R00375.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,TI-2024-30478,2025-08-19,9717.59,874.59,874.58,0.00,0.00,0.24,11467.00,b2b,1,-0.04
R00376,receipts_images/R00376.png,receipts_text/R00376.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,INV-2025-17651,2025-01-13,500.15,12.51,12.50,0.00,0.00,-0.16,525.00,restaurant,0,0.0
R00377,receipts_images/R00377.png,receipts_text/R00377.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,TI-2025-82172,2025-03-08,24399.04,609.98,609.97,0.00,0.00,0.01,25619.00,b2b,1,-0.64
R00378,receipts_images/R00378.png,receipts_text/R00378.txt,Sharma Traders Pvt Ltd,V001,29AAGCB7383J1Z4,RCPT-2024-84027,2025-05-08,3042.88,273.86,273.86,0.00,0.00,0.40,3591.00,b2b,0,0.0
R00379,receipts_images/R00379.png,receipts_text/R00379.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,BILL-2024-91317,2025-03-10,19488.75,1753.99,1753.99,0.00,0.00,0.27,22997.00,b2b,2,-0.24
R00380,receipts_images/R00380.png,receipts_text/R00380.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,TI-2024-35790,2025-04-29,492.49,12.31,12.31,0.00,0.00,-0.11,517.00,retail,1,-1.41
R00381,receipts_images/R00381.png,receipts_text/R00381.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,INV-2024-04286,2025-04-28,3541.48,0.00,0.00,637.47,0.00,0.05,4179.00,b2b,2,1.12
R00382,receipts_images/R00382.png,receipts_text/R00382.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,RCPT-2024-71207,2025-06-17,5400.02,135.00,135.00,0.00,0.00,-0.02,5670.00,retail,2,-1.27
R00383,receipts_images/R00383.png,receipts_text/R00383.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,INV-2025-38040,2025-03-30,2514.68,150.88,150.88,0.00,0.00,-0.44,2816.00,retail,1,-0.17
R00384,receipts_images/R00384.png,receipts_text/R00384.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,INV-2025-98951,2025-08-08,7044.47,634.00,634.00,0.00,0.00,-0.47,8312.00,b2b,1,1.29
R00385,receipts_images/R00385.png,receipts_text/R00385.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,TI-2025-75339,2025-05-01,4068.51,101.72,101.71,0.00,0.00,0.06,4272.00,retail,0,0.0
R00386,receipts_images/R00386.png,receipts_text/R00386.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,RCPT-2024-83689,2025-05-17,2146.82,53.67,53.67,0.00,0.00,-0.16,2254.00,b2b,3,-1.22
R00387,receipts_images/R00387.png,receipts_text/R00387.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,BILL-2024-44498,2025-08-28,2170.27,54.26,54.25,0.00,0.00,0.22,2279.00,restaurant,2,1.46
R00388,receipts_images/R00388.png,receipts_text/R00388.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,RCPT-2024-43566,2025-08-31,4185.38,104.64,104.63,0.00,0.00,0.35,4395.00,retail,2,1.09
R00389,receipts_images/R00389.png,receipts_text/R00389.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,TI-2025-45102,2025-08-01,1864.37,0.00,0.00,93.22,0.00,0.41,1958.00,restaurant,3,0.03
R00390,receipts_images/R00390.png,receipts_text/R00390.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,INV-2024-14890,2025-07-12,21175.47,1270.53,1270.53,0.00,0.00,0.47,23717.00,b2b,0,0.0
R00391,receipts_images/R00391.png,receipts_text/R00391.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,INV-2025-97572,2025-03-27,1897.88,47.45,47.44,0.00,0.00,0.23,1993.00,retail,2,-0.2
R00392,receipts_images/R00392.png,receipts_text/R00392.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,RCPT-2025-52430,2025-02-17,2445.28,61.13,61.13,0.00,0.00,0.46,2568.00,restaurant,0,0.0
R00393,receipts_images/R00393.png,receipts_text/R00393.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,INV-2025-18021,2025-07-18,2489.76,62.25,62.24,0.00,0.00,-0.25,2614.00,restaurant,0,0.0
R00394,receipts_images/R00394.png,receipts_text/R00394.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,BILL-2024-14092,2025-01-29,3721.02,334.89,334.89,0.00,0.00,0.20,4391.00,b2b,2,0.25
R00395,receipts_images/R00395.png,receipts_text/R00395.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,BILL-2025-01583,2025-07-22,3398.48,305.87,305.86,0.00,0.00,-0.21,4010.00,retail,3,-1.99
R00396,receipts_images/R00396.png,receipts_text/R00396.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,TI-2025-52826,2025-06-19,1298.77,32.47,32.47,0.00,0.00,0.29,1364.00,restaurant,2,0.25
R00397,receipts_images/R00397.png,receipts_text/R00397.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,BILL-2025-19425,2025-04-20,9773.09,244.33,244.32,0.00,0.00,0.26,10262.00,b2b,0,0.0
R00398,receipts_images/R00398.png,receipts_text/R00398.txt,Patel Stores,V012,24AAHCP6677V1Z8,TI-2024-99853,2025-07-18,1056.30,26.41,26.41,0.00,0.00,-0.12,1109.00,retail,0,0.0
R00399,receipts_images/R00399.png,receipts_text/R00399.txt,Patel Stores,V012,24AAHCP6677V1Z8,BILL-2025-67504,2025-02-15,3677.88,91.95,91.94,0.00,0.00,0.23,3862.00,retail,1,0.06
R00400,receipts_images/R00400.png,receipts_text/R00400.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,TI-2025-23940,2025-02-14,17555.53,1053.33,1053.33,0.00,0.00,-0.19,19662.00,b2b,1,-1.33
R00401,receipts_images/R00401.png,receipts_text/R00401.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,INV-2024-28042,2025-02-02,6485.25,583.68,583.67,0.00,0.00,0.40,7653.00,b2b,0,0.0
R00402,receipts_images/R00402.png,receipts_text/R00402.txt,Ganga Departmental Store,V016,09AABCG5566Z1ZD,TI-2024-10630,2025-07-11,4310.52,107.77,107.76,0.00,0.00,-0.05,4526.00,retail,0,0.0
R00403,receipts_images/R00403.png,receipts_text/R00403.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,RCPT-2025-24175,2025-07-25,3742.50,336.83,336.82,0.00,0.00,-0.15,4416.00,b2b,0,0.0
R00404,receipts_images/R00404.png,receipts_text/R00404.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,BILL-2025-05165,2025-05-02,10730.49,0.00,0.00,1931.49,0.00,0.02,12662.00,b2b,0,0.0
R00405,receipts_images/R00405.png,receipts_text/R00405.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,BILL-2025-08175,2025-04-24,12735.35,318.39,318.38,0.00,0.00,-0.12,13372.00,b2b,2,1.37
R00406,receipts_images/R00406.png,receipts_text/R00406.txt,Patel Stores,V012,24AAHCP6677V1Z8,BILL-2024-59591,2025-05-03,3067.66,76.69,76.69,0.00,0.00,-0.04,3221.00,retail,2,0.88
R00407,receipts_images/R00407.png,receipts_text/R00407.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,INV-2025-58883,2025-03-12,3014.50,75.37,75.36,0.00,0.00,-0.23,3165.00,restaurant,0,0.0
R00408,receipts_images/R00408.png,receipts_text/R00408.txt,Bharat Petroleum Outlet,V003,27AAACB1111P1ZW,TI-2025-85287,2025-05-19,3683.63,0.00,0.00,0.00,0.00,0.37,3684.00,fuel,2,0.17
R00409,receipts_images/R00409.png,receipts_text/R00409.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,RCPT-2024-17287,2025-01-25,12764.78,765.89,765.88,0.00,0.00,0.45,14297.00,b2b,0,0.0
R00410,receipts_images/R00410.png,receipts_text/R00410.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,BILL-2025-96541,2025-06-16,2590.06,155.41,155.40,0.00,0.00,0.13,2901.00,retail,0,0.0
R00411,receipts_images/R00411.png,receipts_text/R00411.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,INV-2024-82891,2025-01-15,1636.33,147.27,147.27,0.00,0.00,0.13,1931.00,retail,0,0.0
R00412,receipts_images/R00412.png,receipts_text/R00412.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,BILL-2025-92644,2025-06-08,2579.26,0.00,0.00,309.51,0.00,0.23,2889.00,retail,2,-0.63
R00413,receipts_images/R00413.png,receipts_text/R00413.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,INV-2024-50221,2025-02-22,3740.95,93.53,93.52,0.00,0.00,0.00,3928.00,retail,1,-0.36
R00414,receipts_images/R00414.png,receipts_text/R00414.txt,Mumbai Print Solutions LLP,V019,27AAFCM4455C1ZM,TI-2025-58148,2025-07-21,15321.15,1378.91,1378.90,0.00,0.00,0.04,18079.00,b2b,0,0.0
R00415,receipts_images/R00415.png,receipts_text/R00415.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,BILL-2025-74223,2025-07-09,1533.39,38.34,38.33,0.00,0.00,-0.06,1610.00,restaurant,1,1.2
R00416,receipts_images/R00416.png,receipts_text/R00416.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,RCPT-2025-15913,2025-03-21,6538.93,0.00,0.00,0.00,0.00,0.07,6539.00,fuel,0,0.0
R00417,receipts_images/R00417.png,receipts_text/R00417.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,RCPT-2024-79001,2025-01-24,565.80,0.00,0.00,0.00,0.00,0.20,566.00,fuel,0,0.0
R00418,receipts_images/R00418.png,receipts_text/R00418.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,BILL-2024-09236,2025-07-15,2118.90,52.98,52.97,0.00,0.00,0.15,2225.00,restaurant,0,0.0
R00419,receipts_images/R00419.png,receipts_text/R00419.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,TI-2024-28217,2025-08-09,2618.99,0.00,0.00,0.00,0.00,0.01,2619.00,fuel,2,1.43
R00420,receipts_images/R00420.png,receipts_text/R00420.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,BILL-2024-06925,2025-06-21,2186.34,0.00,0.00,0.00,0.00,-0.34,2186.00,fuel,2,0.24
R00421,receipts_images/R00421.png,receipts_text/R00421.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,TI-2024-18508,2025-04-15,1802.63,108.16,108.16,0.00,0.00,0.05,2019.00,retail,2,-0.39
R00422,receipts_images/R00422.png,receipts_text/R00422.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,TI-2025-12295,2025-07-31,1801.56,45.04,45.04,0.00,0.00,0.36,1892.00,restaurant,2,0.13
R00423,receipts_images/R00423.png,receipts_text/R00423.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,BILL-2025-77678,2025-04-01,4026.15,0.00,0.00,0.00,0.00,-0.15,4026.00,fuel,2,0.81
R00424,receipts_images/R00424.png,receipts_text/R00424.txt,Bharat Petroleum Outlet,V003,27AAACB1111P1ZW,RCPT-2024-95686,2025-09-01,6676.28,0.00,0.00,0.00,0.00,-0.28,6676.00,fuel,2,0.47
R00425,receipts_images/R00425.png,receipts_text/R00425.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,INV-2024-42303,2025-02-27,2402.57,60.07,60.06,0.00,0.00,0.30,2523.00,restaurant,0,0.0
R60427,receipts_images/R60427.png,receipts_text/R60427.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,RCPT-2024-17287,2025-01-25,12764.78,765.89,765.88,0.00,0.00,0.45,14297.00,b2b,1,0.19
R60428,receipts_images/R60428.png,receipts_text/R60428.txt,Hyderabad Biryani House,V009,36AADCH4567S1ZS,BILL-2025-44472,2025-03-02,192.36,4.81,4.81,0.00,0.00,0.02,202.00,restaurant,1,-0.75
R60440,receipts_images/R60440.png,receipts_text/R60440.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,BILL-2024-06925,2025-06-21,2186.34,0.00,0.00,0.00,0.00,-0.34,2186.00,fuel,2,-1.26
R60442,receipts_images/R60442.png,receipts_text/R60442.txt,Kumar Medicals,V006,07AAFCK3321L1ZK,TI-2024-31046,2025-01-10,1544.03,92.64,92.64,0.00,0.00,-0.31,1729.00,retail,1,-0.7
R60444,receipts_images/R60444.png,receipts_text/R60444.txt,Indian Oil Fuel Station,V008,33AAACI0123R1ZQ,INV-2024-16740,2025-08-15,4277.05,0.00,0.00,0.00,0.00,-0.05,4277.00,fuel,3,-2.43
R60445,receipts_images/R60445.png,receipts_text/R60445.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,RCPT-2024-41715,2025-05-25,3402.97,85.08,85.07,0.00,0.00,-0.12,3573.00,restaurant,1,-0.87
R60446,receipts_images/R60446.png,receipts_text/R60446.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,BILL-2025-89470,2025-03-24,1494.91,0.00,0.00,74.75,0.00,0.34,1570.00,restaurant,2,0.73
R60448,receipts_images/R60448.png,receipts_text/R60448.txt,Shell Select Fuel Point,V017,29AAACS9911A1ZI,RCPT-2025-81101,2025-06-02,5003.52,0.00,0.00,0.00,0.00,0.48,5004.00,fuel,1,-1.15
R60452,receipts_images/R60452.png,receipts_text/R60452.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,RCPT-2024-27404,2025-01-15,38413.25,2304.80,2304.79,0.00,0.00,0.16,43023.00,b2b,2,1.06
R60453,receipts_images/R60453.png,receipts_text/R60453.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,TI-2024-63964,2025-07-16,2354.41,0.00,0.00,117.72,0.00,-0.13,2472.00,restaurant,1,0.29
R60454,receipts_images/R60454.png,receipts_text/R60454.txt,Park Street Cafe,V014,19AAFCP7890X1ZW,TI-2025-86142,2025-06-01,2368.15,0.00,0.00,118.41,0.00,0.44,2487.00,restaurant,2,-0.82
R60455,receipts_images/R60455.png,receipts_text/R60455.txt,Patel Stores,V012,24AAHCP6677V1Z8,BILL-2025-40739,2025-01-13,1196.52,29.92,29.91,0.00,0.00,-0.35,1256.00,retail,3,-0.53
R90456,receipts_images/R90456.png,receipts_text/R90456.txt,Deccan Offiec Supplies,V010,36AAGCD8899T1Z8,TI-2025-27219,2025-06-01,2861.30,257.52,257.51,0.00,0.00,-0.33,3376.00,b2b,0,0.0
R90457,receipts_images/R90457.png,receipts_text/R90457.txt,HOTEL SUNRISE RESIDENCY,V005,07AACCH9012Q1Z8,TI-2025-23940,2025-02-14,17555.53,1053.33,1053.33,0.00,0.00,0.81,19663.00,b2b,2,2.32
R90458,receipts_images/R90458.png,receipts_text/R90458.txt,Saravana Bhvaan,V007,33AAECS7788N1ZJ,RCPT-2024-42970,2025-01-26,523.91,13.10,13.10,0.00,0.00,0.89,551.00,restaurant,1,0.37
R90459,receipts_images/R90459.png,receipts_text/R90459.txt,Deccan Office,V010,36AAGCD8899T1Z8,TI-2024-54755,2025-07-06,4159.09,0.00,0.00,748.64,0.00,0.77,4908.50,b2b,0,0.0
R90460,receipts_images/R90460.png,receipts_text/R90460.txt,HOTEL SUNRISE RESIDENCY,V005,07AACCH9012Q1Z8,INV-2025-30589,2025-06-08,17429.50,1045.77,1045.77,0.00,0.00,-1.04,19520.00,b2b,0,0.0
R90461,receipts_images/R90461.png,receipts_text/R90461.txt,INDIAN OIL FUEL STATION,V008,33AAACI0123R1ZQ,RCPT-2024-14417,2025-07-10,5150.90,0.00,0.00,0.00,0.00,0.60,5151.50,fuel,0,0.0
R90462,receipts_images/R90462.png,receipts_text/R90462.txt,Sharma Traders Private Limited,V001,29AAGCB7383J1Z4,TI-2025-36922,2025-06-09,1352.63,121.74,121.73,0.00,0.00,-0.60,1595.50,b2b,0,0.0
R90463,receipts_images/R90463.png,receipts_text/R90463.txt,SHARMA TRADERS PVT LTD,V001,29AAGCB7383J1Z4,INV-2024-08224,2025-04-26,3443.65,0.00,0.00,619.86,0.00,-0.51,4063.00,b2b,0,0.0
R90464,receipts_images/R90464.png,receipts_text/R90464.txt,aPrk Street Cafe,V014,19AAFCP7890X1ZW,BILL-2024-17462,2025-04-17,1737.80,43.45,43.44,0.00,0.00,2.31,1827.00,restaurant,0,0.0
R90465,receipts_images/R90465.png,receipts_text/R90465.txt,LUCKNOW TRAVELS AGENCIES,V015,09AAGCL1122Y1ZT,TI-2025-73097,2025-02-23,17805.17,445.13,445.13,0.00,0.00,-2.43,18693.00,b2b,3,-1.59
R90466,receipts_images/R90466.png,receipts_text/R90466.txt,Saravana,V007,33AAECS7788N1ZJ,TI-2025-18978,2025-07-09,2958.36,73.96,73.96,0.00,0.00,1.72,3108.00,restaurant,0,0.0
R90467,receipts_images/R90467.png,receipts_text/R90467.txt,Gujarat,V011,24AABCG2244U1ZA,INV-2024-04286,2025-04-28,3541.48,0.00,0.00,637.47,0.00,-1.95,4177.00,b2b,3,-1.36
R90468,receipts_images/R90468.png,receipts_text/R90468.txt,Ganga Departmental,V016,09AABCG5566Z1ZD,INV-2025-97572,2025-03-27,1897.88,47.45,47.44,0.00,0.00,-1.77,1991.00,retail,1,1.27
R90469,receipts_images/R90469.png,receipts_text/R90469.txt,PATEL STORES,V012,24AAHCP6677V1Z8,INV-2025-50591,2025-02-15,5536.12,0.00,0.00,276.81,0.00,0.57,5813.50,retail,0,0.0
R90470,receipts_images/R90470.png,receipts_text/R90470.txt,Kumra Medicals,V006,07AAFCK3321L1ZK,BILL-2025-57794,2025-05-21,1623.06,97.39,97.38,0.00,0.00,2.17,1820.00,retail,0,0.0
R90471,receipts_images/R90471.png,receipts_text/R90471.txt,Shell Select Fuel Poitn,V017,29AAACS9911A1ZI,RCPT-2025-02572,2025-06-03,3732.69,0.00,0.00,0.00,0.00,2.31,3735.00,fuel,3,-0.9
R90472,receipts_images/R90472.png,receipts_text/R90472.txt,Cafe oCffee Junction,V018,29AAECC2233B1Z7,TI-2024-63964,2025-07-16,2354.41,0.00,0.00,117.72,0.00,0.37,2472.50,restaurant,0,0.0
R90473,receipts_images/R90473.png,receipts_text/R90473.txt,Park Street,V014,19AAFCP7890X1ZW,RCPT-2024-34166,2025-05-24,2268.49,56.71,56.71,0.00,0.00,-0.91,2381.00,restaurant,1,-0.83
R90474,receipts_images/R90474.png,receipts_text/R90474.txt,Hyderabad Biryani,V009,36AADCH4567S1ZS,RCPT-2024-42553,2025-04-13,3540.13,88.51,88.50,0.00,0.00,-0.64,3716.50,restaurant,1,0.55
R90475,receipts_images/R90475.png,receipts_text/R90475.txt,Ganga Departmental,V016,09AABCG5566Z1ZD,TI-2025-73353,2025-02-12,1263.39,0.00,0.00,63.17,0.00,-1.56,1325.00,retail,0,0.0
R70476,receipts_images/R70476.png,receipts_text/R70476.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,BILL-2025-60942-1,2025-05-29,1615.53,40.39,40.39,0.00,0.00,0.00,1696.31,retail,0,0.0
R70477,receipts_images/R70477.png,receipts_text/R70477.txt,Reliance Fresh Supermarket,V004,27AAACR5055K1Z7,BILL-2025-60942-2,2025-05-29,2711.56,67.79,67.78,0.00,0.00,0.00,2847.13,retail,0,0.0
R70478,receipts_images/R70478.png,receipts_text/R70478.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,BILL-2025-54099-1,2025-01-19,1315.46,32.89,32.89,0.00,0.00,0.00,1381.24,restaurant,3,2.74
R70479,receipts_images/R70479.png,receipts_text/R70479.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,BILL-2025-54099-2,2025-01-19,1727.74,43.19,43.19,0.00,0.00,0.00,1814.12,restaurant,0,0.0
R70480,receipts_images/R70480.png,receipts_text/R70480.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,TI-2024-43601-1,2025-05-11,2252.96,202.77,202.76,0.00,0.00,0.00,2658.49,b2b,1,-1.38
R70481,receipts_images/R70481.png,receipts_text/R70481.txt,Deccan Office Supplies,V010,36AAGCD8899T1Z8,TI-2024-43601-2,2025-05-11,1680.54,151.25,151.25,0.00,0.00,0.00,1983.04,b2b,0,0.0
R70482,receipts_images/R70482.png,receipts_text/R70482.txt,Patel Stores,V012,24AAHCP6677V1Z8,BILL-2024-78710-1,2025-06-24,2850.04,71.25,71.25,0.00,0.00,0.00,2992.54,retail,0,0.0
R70483,receipts_images/R70483.png,receipts_text/R70483.txt,Patel Stores,V012,24AAHCP6677V1Z8,BILL-2024-78710-2,2025-06-24,2031.95,50.80,50.80,0.00,0.00,0.00,2133.55,retail,0,0.0
R70484,receipts_images/R70484.png,receipts_text/R70484.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,TI-2025-68280-1,2025-06-22,250.62,6.27,6.27,0.00,0.00,0.00,263.16,restaurant,2,-1.79
R70485,receipts_images/R70485.png,receipts_text/R70485.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,TI-2025-68280-2,2025-06-22,1537.89,38.45,38.44,0.00,0.00,0.00,1614.78,restaurant,1,1.44
R70486,receipts_images/R70486.png,receipts_text/R70486.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,BILL-2025-42772-1,2025-01-19,19493.36,487.34,487.33,0.00,0.00,0.00,20468.03,b2b,0,0.0
R70487,receipts_images/R70487.png,receipts_text/R70487.txt,Lucknow Travels Agencies,V015,09AAGCL1122Y1ZT,BILL-2025-42772-2,2025-01-19,10456.03,261.40,261.40,0.00,0.00,0.00,10978.83,b2b,0,0.0
R70488,receipts_images/R70488.png,receipts_text/R70488.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,RCPT-2024-42970-1,2025-01-26,208.08,5.20,5.20,0.00,0.00,0.00,218.48,restaurant,0,0.0
R70489,receipts_images/R70489.png,receipts_text/R70489.txt,Saravana Bhavan,V007,33AAECS7788N1ZJ,RCPT-2024-42970-2,2025-01-26,315.83,7.90,7.90,0.00,0.00,0.00,331.63,restaurant,1,1.24
R70490,receipts_images/R70490.png,receipts_text/R70490.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,BILL-2024-40903-1,2025-01-20,1301.56,32.54,32.53,0.00,0.00,0.00,1366.63,restaurant,1,-0.82
R70491,receipts_images/R70491.png,receipts_text/R70491.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,BILL-2024-40903-2,2025-01-20,295.47,7.39,7.39,0.00,0.00,0.00,310.25,restaurant,1,-0.8
R70492,receipts_images/R70492.png,receipts_text/R70492.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,BILL-2025-25816-1,2025-03-13,2800.47,252.04,252.04,0.00,0.00,0.00,3304.55,b2b,0,0.0
R70493,receipts_images/R70493.png,receipts_text/R70493.txt,Gujarat Enterprises,V011,24AABCG2244U1ZA,BILL-2025-25816-2,2025-03-13,3985.82,358.73,358.72,0.00,0.00,0.00,4703.27,b2b,2,-1.04
R80504,receipts_images/R80504.png,receipts_text/R80504.txt,Cafe Coffee Junction,V018,29AAECC2233B1Z7,BILL-2025-75987,2025-01-19,613.39,15.34,15.33,0.00,0.00,-0.06,644.00,restaurant,0,0.0
R80505,receipts_images/R80505.png,receipts_text/R80505.txt,Annapurna Restaurant,V002,29AABCA1234M1ZQ,BILL-2024-01840,2025-08-31,3397.10,84.93,84.93,0.00,0.00,0.04,3567.00,restaurant,1,1.28
R80506,receipts_images/R80506.png,receipts_text/R80506.txt,Apollo Pharmacy Outlet,V020,33AAACA6677D1ZW,INV-2024-68694,2025-03-29,2536.91,152.22,152.21,0.00,0.00,-0.34,2841.00,retail,1,1.44
R80507,receipts_images/R80507.png,receipts_text/R80507.txt,Hotel Sunrise Residency,V005,07AACCH9012Q1Z8,INV-2024-74769,2025-08-01,22118.64,1327.12,1327.12,0.00,0.00,0.12,24773.00,b2b,1,-1.42
R80508,receipts_images/R80508.png,receipts_text/R80508.txt,Bengal Book Depot,V013,19AACCB3456W1ZT,TI-2025-49681,2025-01-15,1732.87,0.00,0.00,311.92,0.00,0.21,2045.00,retail,0,0.0
