receipt_id,line_no,text,role
R00373,3,GST No.: 19AAFCP7890X1ZW,GSTIN
R00373,4,RETAIL INVOICE,OTHER
R00373,5,--------------------------------------------,OTHER
R00373,6,Dated: 2025-05-24,DATE
R00373,7,Invoice No: RCPT-2024-34166,INVOICE
R00373,8,Table: 10   Covers: 8,OTHER
R00373,9,--------------------------------------------,OTHER
R00373,10,Item                     Qty          Amount,OTHER
R00373,11,Masala Dosa                2          319.28,ITEM
R00373,12,Biryani                    3          847.20,ITEM
R00373,13,Filter Coffee              3          155.91,ITEM
R00373,14,Butter Naan                4          271.32,ITEM
R00373,15,Masala Dosa                1          156.38,ITEM
R00373,16,Veg Thali                  2          518.40,ITEM
R00373,17,--------------------------------------------,OTHER
R00373,18,"Total Before Tax:                   2,268.49",SUBTOTAL
R00373,19,CGST @ 2.5%:                           56.71,TAX
R00373,20,SGST @ 2.5%:                           56.71,TAX
R00373,21,Rounding:                               0.09,TAX
R00373,22,"Amount Payable:                    ₹2,382.00",TOTAL
R00373,23,--------------------------------------------,OTHER
R00373,24,*** CUSTOMER COPY ***,FOOTER
R00373,25,UPI Payment,FOOTER
R00374,0,PARK STREET CAFE,VENDOR
R00374,1,"40 Park Street, Kolkata 700017",ADDRESS
R00374,2,GSTIN/UIN: 19AAFCP7890X1ZW,GSTIN
R00374,3,RETAIL INVOICE,OTHER
R00374,4,--------------------------------------------,OTHER
R00374,5,Invoice No: TI-2025-77959,INVOICE
R00374,6,Date: 21-02-2025,DATE
R00374,7,Table: 10   Covers: 5,OTHER
R00374,8,--------------------------------------------,OTHER
R00374,9,Item                     Qty          Amount,OTHER
R00374,10,Paneer Butter Masala       4          963.60,ITEM
R00374,11,Butter Naan                1           43.96,ITEM
R00374,12,Butter Naan                4          268.36,ITEM
R00374,13,--------------------------------------------,OTHER
R00374,14,Total Qty: 9,OTHER
R00374,15,"Sub Total:                          1,275.92",SUBTOTAL
R00374,16,CGST @ 2.5%:                           31.90,TAX
R00374,17,SGST @ 2.5%:                           31.90,TAX
R00374,18,Rounding:                               0.28,TAX
R00374,19,"Amount Payable:                     1,340.00",TOTAL
R00374,20,--------------------------------------------,OTHER
R00374,21,Subject to local jurisdiction,FOOTER
R00374,22,UPI Payment,FOOTER
R00375,0,Mumbai Print Solutions LLP,VENDOR
R00375,1,"21 Lower Parel, Mumbai 400013",ADDRESS
R00375,2,Ph: 9820077331,ADDRESS
R00375,3,GSTIN/UIN: 27AAFCM4455C1ZM,GSTIN
R00375,4,TAX INVOICE,OTHER
R00375,5,--------------------------------------------,OTHER
R00375,6,Receipt No: TI-2024-30478,INVOICE
R00375,7,Invoice Date: 19-Aug-2025,DATE
R00375,8,--------------------------------------------,OTHER
R00375,9,Item                     Qty          Amount,OTHER
R00375,10,"Poster A2                  3        1,052.73",ITEM
R00375,11,"Brochure Print 100         2        4,197.76",ITEM
R00375,12,"Brochure Print 100         1        1,216.34",ITEM
R00375,13,"Business Cards 500         4        3,250.76",ITEM
R00375,14,--------------------------------------------,OTHER
R00375,15,"Taxable Amount:                     9,717.59",SUBTOTAL
R00375,16,CGST @ 9%:                            874.59,TAX
R00375,17,SGST @ 9%:                            874.58,TAX
R00375,18,Rounding:                               0.24,TAX
R00375,19,"Amount Payable:                    11,467.00",TOTAL
R00375,20,--------------------------------------------,OTHER
R00375,21,Goods once sold will not be taken back,FOOTER
R00376,0,PARK STREET CAFE,VENDOR
R00376,1,"40 Park Street, Kolkata 700017",ADDRESS
R00376,2,Ph: 9830044332,ADDRESS
R00376,3,GSTIN: 19AAFCP7890X1ZW,GSTIN
R00376,4,GST INVOICE,OTHER
R00376,5,--------------------------------------------,OTHER
R00376,6,Inv No: INV-2025-17651,INVOICE
R00376,7,"Invoice Date: Jan 13, 2025",DATE
R00376,8,Table: 17   Covers: 4,OTHER
R00376,9,--------------------------------------------,OTHER
R00376,10,Item                     Qty          Amount,OTHER
R00376,11,Butter Naan                3          186.81,ITEM
R00376,12,Veg Thali                  2          313.34,ITEM
R00376,13,--------------------------------------------,OTHER
R00376,14,Taxable Amount:                       500.15,SUBTOTAL
R00376,15,CGST @ 2.5%:                           12.51,TAX
R00376,16,SGST @ 2.5%:                           12.50,TAX
R00376,17,Round Off:                             -0.16,TAX
R00376,18,Amount Payable:                      ₹525.00,TOTAL
R00376,19,--------------------------------------------,OTHER
R00376,20,*** CUSTOMER COPY ***,FOOTER
R00376,21,Cash Payment,FOOTER
R00377,0,Lucknow Travels Agencies,VENDOR
R00377,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00377,2,GST No.: 09AAGCL1122Y1ZT,GSTIN
R00377,3,CASH MEMO,OTHER
R00377,4,--------------------------------------------,OTHER
R00377,5,Bill Date: 08/03/2025,DATE
R00377,6,Inv No: TI-2025-82172,INVOICE
R00377,7,--------------------------------------------,OTHER
R00377,8,Item                     Qty          Amount,OTHER
R00377,9,"Airport Transfer           2        3,268.60",ITEM
R00377,10,City Taxi                  1          398.90,ITEM
R00377,11,"Airport Transfer           3        2,821.86",ITEM
R00377,12,"Outstation Cab             4       17,909.68",ITEM
R00377,13,--------------------------------------------,OTHER
R00377,14,"Sub Total:                         24,399.04",SUBTOTAL
R00377,15,CGST @ 2.5%:                          609.98,TAX
R00377,16,SGST @ 2.5%:                          609.97,TAX
R00377,17,Round Off:                              0.01,TAX
R00377,18,"Net Payable:                      ₹25,619.00",TOTAL
R00377,19,--------------------------------------------,OTHER
R00377,20,Goods once sold will not be taken back,FOOTER
R00377,21,Cash Payment,FOOTER
R00378,0,Sharma Traders Pvt Ltd,VENDOR
R00378,1,"14 MG Road, Bengaluru 560001",ADDRESS
R00378,2,Ph: 9845012345,ADDRESS
R00378,3,GST No.: 29AAGCB7383J1Z4,GSTIN
R00378,4,TAX INVOICE,OTHER
R00378,5,--------------------------------------------,OTHER
R00378,6,Invoice No: RCPT-2024-84027,INVOICE
R00378,7,Bill Date: 08-May-2025,DATE
R00378,8,--------------------------------------------,OTHER
R00378,9,Item                     Qty          Amount,OTHER
R00378,10,"A4 Paper Ream              4        1,113.08",ITEM
R00378,11,"A4 Paper Ream              4        1,144.88",ITEM
R00378,12,File Folder                3          157.32,ITEM
R00378,13,Stapler                    2          517.50,ITEM
R00378,14,Marker Pen                 2          110.10,ITEM
R00378,15,--------------------------------------------,OTHER
R00378,16,Total Qty: 15,OTHER
R00378,17,"Total Before Tax:                   3,042.88",SUBTOTAL
R00378,18,CGST @ 9%:                            273.86,TAX
R00378,19,SGST @ 9%:                            273.86,TAX
R00378,20,Rounding:                               0.40,TAX
R00378,21,"Total:                             ₹3,591.00",TOTAL
R00378,22,--------------------------------------------,OTHER
R00378,23,*** CUSTOMER COPY ***,FOOTER
R00378,24,UPI Payment,FOOTER
R00379,0,Mumbai Print Solutions LLP,VENDOR
R00379,1,"21 Lower Parel, Mumbai 400013",ADDRESS
R00379,2,Ph: 9820077331,ADDRESS
R00379,3,GST Reg No: 27AAFCM4455C1ZM,GSTIN
R00379,4,TAX INVOICE,OTHER
R00379,5,--------------------------------------------,OTHER
R00379,6,Invoice No: BILL-2024-91317,INVOICE
R00379,7,"Dated: Mar 10, 2025",DATE
R00379,8,--------------------------------------------,OTHER
R00379,9,Item                     Qty          Amount,OTHER
R00379,10,"Brochure Print 100         1        3,068.11",ITEM
R00379,11,"Poster A2                  4        1,110.00",ITEM
R00379,12,"Brochure Print 100         4       11,559.36",ITEM
R00379,13,"Business Cards 500         4        3,751.28",ITEM
R00379,14,--------------------------------------------,OTHER
R00379,15,"Taxable Value:                     19,488.75",SUBTOTAL
R00379,16,"CGST @ 9%:                          1,753.99",TAX
R00379,17,"SGST @ 9%:                          1,753.99",TAX
R00379,18,Rounding:                               0.27,TAX
R00379,19,"Net Payable:                      ₹22,997.00",TOTAL
R00379,20,--------------------------------------------,OTHER
R00379,21,Thank you for your business,FOOTER
R00379,22,Card Payment,FOOTER
R00380,0,GANGA DEPARTMENTAL STORE,VENDOR
R00380,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00380,2,Ph: 9839066554,ADDRESS
R00380,3,GSTIN/UIN: 09AABCG5566Z1ZD,GSTIN
R00380,4,RETAIL INVOICE,OTHER
R00380,5,--------------------------------------------,OTHER
R00380,6,"Dated: Apr 29, 2025",DATE
R00380,7,Invoice Number: TI-2024-35790,INVOICE
R00380,8,--------------------------------------------,OTHER
R00380,9,Item                     Qty          Amount,OTHER
R00380,10,Sunflower Oil 1L           1          165.51,ITEM
R00380,11,Toor Dal 1kg               2          326.98,ITEM
R00380,12,--------------------------------------------,OTHER
R00380,13,Total Qty: 3,OTHER
R00380,14,Sub Total:                            492.49,SUBTOTAL
R00380,15,CGST @ 2.5%:                           12.31,TAX
R00380,16,SGST @ 2.5%:                           12.31,TAX
R00380,17,Round Off Adj:                         -0.11,TAX
R00380,18,Net Payable:                          517.00,TOTAL
R00380,19,--------------------------------------------,OTHER
R00380,20,Thank you for your business,FOOTER
R00381,0,Gujarat Enterprises,VENDOR
R00381,1,"7 CG Road, Ahmedabad 380009",ADDRESS
R00381,2,GST No.: 24AABCG2244U1ZA,GSTIN
R00381,3,TAX INVOICE,OTHER
R00381,4,--------------------------------------------,OTHER
R00381,5,Inv No: INV-2024-04286,INVOICE
R00381,6,"Invoice Date: Apr 28, 2025",DATE
R00381,7,--------------------------------------------,OTHER
R00381,8,Item                     Qty          Amount,OTHER
R00381,9,"Extension Board            4        1,081.64",ITEM
R00381,10,"Keyboard                   4        2,097.80",ITEM
R00381,11,HDMI Cable 2m              2          362.04,ITEM
R00381,12,--------------------------------------------,OTHER
R00381,13,Total Qty: 10,OTHER
R00381,14,"Taxable Amount:                     3,541.48",SUBTOTAL
R00381,15,IGST @ 18%:                           637.47,TAX
R00381,16,Round Off:                              0.05,TAX
R00381,17,"Total Amount:                      ₹4,179.00",TOTAL
R00381,18,--------------------------------------------,OTHER
R00381,19,THANK YOU VISIT AGAIN,FOOTER
R00381,20,UPI Payment,FOOTER
R00382,0,GANGA DEPARTMENTAL STORE,VENDOR
R00382,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00382,2,Ph: 9839066554,ADDRESS
R00382,3,GST No.: 09AABCG5566Z1ZD,GSTIN
R00382,4,RETAIL INVOICE,OTHER
R00382,5,--------------------------------------------,OTHER
R00382,6,Dated: 17-Jun-2025,DATE
R00382,7,Receipt No: RCPT-2024-71207,INVOICE
R00382,8,--------------------------------------------,OTHER
R00382,9,Item                     Qty          Amount,OTHER
R00382,10,"Basmati Rice 5kg           4        2,866.28",ITEM
R00382,11,Milk 1L                    3          184.14,ITEM
R00382,12,Milk 1L                    2          121.60,ITEM
R00382,13,Atta 5kg                   2          563.96,ITEM
R00382,14,"Basmati Rice 5kg           3        1,664.04",ITEM
R00382,15,--------------------------------------------,OTHER
R00382,16,"Sub Total:                          5,400.02",SUBTOTAL
R00382,17,CGST @ 2.5%:                          135.00,TAX
R00382,18,SGST @ 2.5%:                          135.00,TAX
R00382,19,Round Off Adj:                         -0.02,TAX
R00382,20,"Total:                              5,670.00",TOTAL
R00382,21,--------------------------------------------,OTHER
R00382,22,Goods once sold will not be taken back,FOOTER
R00382,23,UPI Payment,FOOTER
R00383,0,APOLLO PHARMACY OUTLET,VENDOR
R00383,1,"Rajiv Gandhi Salai, Chennai 600028",ADDRESS
R00383,2,Ph: 9840099887,ADDRESS
R00383,3,GST Reg No: 33AAACA6677D1ZW,GSTIN
R00383,4,RETAIL INVOICE,OTHER
R00383,5,--------------------------------------------,OTHER
R00383,6,Date: 30-03-2025,DATE
R00383,7,Bill No: INV-2025-38040,INVOICE
R00383,8,--------------------------------------------,OTHER
R00383,9,Item                     Qty          Amount,OTHER
R00383,10,Vitamin D3                 3          533.94,ITEM
R00383,11,Vitamin D3                 3          924.30,ITEM
R00383,12,"Digital Thermometer        4        1,056.44",ITEM
R00383,13,--------------------------------------------,OTHER
R00383,14,Total Qty: 10,OTHER
R00383,15,"Subtotal:                           2,514.68",SUBTOTAL
R00383,16,CGST @ 6%:                            150.88,TAX
R00383,17,SGST @ 6%:                            150.88,TAX
R00383,18,Round Off:                             -0.44,TAX
R00383,19,"Grand Total:                        2,816.00",TOTAL
R00383,20,--------------------------------------------,OTHER
R00383,21,Subject to local jurisdiction,FOOTER
R00384,0,Mumbai Print Solutions LLP,VENDOR
R00384,1,"21 Lower Parel, Mumbai 400013",ADDRESS
R00384,2,Ph: 9820077331,ADDRESS
R00384,3,GST Reg No: 27AAFCM4455C1ZM,GSTIN
R00384,4,TAX INVOICE,OTHER
R00384,5,--------------------------------------------,OTHER
R00384,6,"Bill Date: Aug 08, 2025",DATE
R00384,7,Inv No: INV-2025-98951,INVOICE
R00384,8,--------------------------------------------,OTHER
R00384,9,Item                     Qty          Amount,OTHER
R00384,10,Business Cards 500         1          906.54,ITEM
R00384,11,Poster A2                  1          312.56,ITEM
R00384,12,"Business Cards 500         3        2,001.51",ITEM
R00384,13,"Brochure Print 100         1        1,666.54",ITEM
R00384,14,"Business Cards 500         2        1,323.14",ITEM
R00384,15,Poster A2                  2          834.18,ITEM
R00384,16,--------------------------------------------,OTHER
R00384,17,"Subtotal:                           7,044.47",SUBTOTAL
R00384,18,CGST @ 9%:                            634.00,TAX
R00384,19,SGST @ 9%:                            634.00,TAX
R00384,20,Rounding:                              -0.47,TAX
R00384,21,"Grand Total:                        8,312.00",TOTAL
R00384,22,--------------------------------------------,OTHER
R00384,23,Thank you for your business,FOOTER
R00385,0,GANGA DEPARTMENTAL STORE,VENDOR
R00385,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00385,2,GSTIN/UIN: 09AABCG5566Z1ZD,GSTIN
R00385,3,TAX INVOICE,OTHER
R00385,4,--------------------------------------------,OTHER
R00385,5,"Bill Date: May 01, 2025",DATE
R00385,6,Invoice Number: TI-2025-75339,INVOICE
R00385,7,--------------------------------------------,OTHER
R00385,8,Item                     Qty          Amount,OTHER
R00385,9,Sugar 1kg                  2           91.04,ITEM
R00385,10,"Basmati Rice 5kg           3        1,341.63",ITEM
R00385,11,"Basmati Rice 5kg           4        2,102.60",ITEM
R00385,12,Toor Dal 1kg               2          294.60,ITEM
R00385,13,Sugar 1kg                  4          238.64,ITEM
R00385,14,--------------------------------------------,OTHER
R00385,15,Total Qty: 15,OTHER
R00385,16,"Taxable Value:                      4,068.51",SUBTOTAL
R00385,17,CGST @ 2.5%:                          101.72,TAX
R00385,18,SGST @ 2.5%:                          101.71,TAX
R00385,19,Round Off:                              0.06,TAX
R00385,20,"Total Amount:                      ₹4,272.00",TOTAL
R00385,21,--------------------------------------------,OTHER
R00385,22,Thank you for your business,FOOTER
R00386,0,Lucknow Travels Agencies,VENDOR
R00386,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00386,2,Ph: 9839011223,ADDRESS
R00386,3,GST No.: 09AAGCL1122Y1ZT,GSTIN
R00386,4,CASH MEMO,OTHER
R00386,5,--------------------------------------------,OTHER
R00386,6,Invoice Number: RCPT-2024-83689,INVOICE
R00386,7,Dated: 17.05.2025,DATE
R00386,8,--------------------------------------------,OTHER
R00386,9,Item                     Qty          Amount,OTHER
R00386,10,"Airport Transfer           1        1,475.68",ITEM
R00386,11,City Taxi                  2          671.14,ITEM
R00386,12,--------------------------------------------,OTHER
R00386,13,"Total Before Tax:                   2,146.82",SUBTOTAL
R00386,14,CGST @ 2.5%:                           53.67,TAX
R00386,15,SGST @ 2.5%:                           53.67,TAX
R00386,16,Round Off Adj:                         -0.16,TAX
R00386,17,"Total:                              2,254.00",TOTAL
R00386,18,--------------------------------------------,OTHER
R00386,19,*** CUSTOMER COPY ***,FOOTER
R00387,0,ANNAPURNA RESTAURANT,VENDOR
R00387,1,"22 Koramangala 5th Blk, Bengaluru 560034",ADDRESS
R00387,2,Ph: 9845112233,ADDRESS
R00387,3,GST Reg No: 29AABCA1234M1ZQ,GSTIN
R00387,4,RETAIL INVOICE,OTHER
R00387,5,--------------------------------------------,OTHER
R00387,6,Date: 28-Aug-2025,DATE
R00387,7,Invoice No: BILL-2024-44498,INVOICE
R00387,8,Table: 5   Covers: 4,OTHER
R00387,9,--------------------------------------------,OTHER
R00387,10,Item                     Qty          Amount,OTHER
R00387,11,Butter Naan                1           67.63,ITEM
R00387,12,Veg Thali                  4          610.44,ITEM
R00387,13,Biryani                    4          921.32,ITEM
R00387,14,Masala Dosa                4          570.88,ITEM
R00387,15,--------------------------------------------,OTHER
R00387,16,"Total Before Tax:                   2,170.27",SUBTOTAL
R00387,17,CGST @ 2.5%:                           54.26,TAX
R00387,18,SGST @ 2.5%:                           54.25,TAX
R00387,19,Round Off Adj:                          0.22,TAX
R00387,20,"Bill Total:                         2,279.00",TOTAL
R00387,21,--------------------------------------------,OTHER
R00387,22,Subject to local jurisdiction,FOOTER
R00387,23,UPI Payment,FOOTER
R00388,0,RELIANCE FRESH SUPERMARKET,VENDOR
R00388,1,"Shop 4 Kurla West, Mumbai 400070",ADDRESS
R00388,2,Ph: 9820044556,ADDRESS
R00388,3,GSTIN: 27AAACR5055K1Z7,GSTIN
R00388,4,CASH MEMO,OTHER
R00388,5,--------------------------------------------,OTHER
R00388,6,Bill Date: 2025-08-31,DATE
R00388,7,Cash Memo No: RCPT-2024-43566,INVOICE
R00388,8,--------------------------------------------,OTHER
R00388,9,Item                     Qty          Amount,OTHER
R00388,10,Basmati Rice 5kg           2          935.06,ITEM
R00388,11,"Basmati Rice 5kg           4        2,105.72",ITEM
R00388,12,Sugar 1kg                  1           42.06,ITEM
R00388,13,Atta 5kg                   2          490.86,ITEM
R00388,14,Sunflower Oil 1L           4          611.68,ITEM
R00388,15,--------------------------------------------,OTHER
R00388,16,Total Qty: 13,OTHER
R00388,17,"Total Before Tax:                   4,185.38",SUBTOTAL
R00388,18,CGST @ 2.5%:                          104.64,TAX
R00388,19,SGST @ 2.5%:                          104.63,TAX
R00388,20,Round Off:                              0.35,TAX
R00388,21,"Total Amount:                      ₹4,395.00",TOTAL
R00388,22,--------------------------------------------,OTHER
R00388,23,Subject to local jurisdiction,FOOTER
R00388,24,Card Payment,FOOTER
R00389,0,HYDERABAD BIRYANI HOUSE,VENDOR
R00389,1,"5 Gachibowli, Hyderabad 500081",ADDRESS
R00389,2,GSTIN/UIN: 36AADCH4567S1ZS,GSTIN
R00389,3,TAX INVOICE,OTHER
R00389,4,--------------------------------------------,OTHER
R00389,5,"Date of Supply: Aug 01, 2025",DATE
R00389,6,Invoice Number: TI-2025-45102,INVOICE
R00389,7,Table: 13   Covers: 1,OTHER
R00389,8,--------------------------------------------,OTHER
R00389,9,Item                     Qty          Amount,OTHER
R00389,10,Veg Thali                  4          728.00,ITEM
R00389,11,Biryani                    4          733.16,ITEM
R00389,12,Filter Coffee              2           62.70,ITEM
R00389,13,Filter Coffee              1           34.08,ITEM
R00389,14,Butter Naan                2           89.68,ITEM
R00389,15,Butter Naan                3          216.75,ITEM
R00389,16,--------------------------------------------,OTHER
R00389,17,"Subtotal:                           1,864.37",SUBTOTAL
R00389,18,IGST @ 5%:                             93.22,TAX
R00389,19,Rounding:                               0.41,TAX
R00389,20,"Grand Total:                       ₹1,958.00",TOTAL
R00389,21,--------------------------------------------,OTHER
R00389,22,Goods once sold will not be taken back,FOOTER
R00390,0,Hotel Sunrise Residency,VENDOR
R00390,1,"9 Connaught Place, New Delhi 110001",ADDRESS
R00390,2,GST Reg No: 07AACCH9012Q1Z8,GSTIN
R00390,3,TAX INVOICE,OTHER
R00390,4,--------------------------------------------,OTHER
R00390,5,Inv No: INV-2024-14890,INVOICE
R00390,6,Invoice Date: 12/07/2025,DATE
R00390,7,--------------------------------------------,OTHER
R00390,8,Item                     Qty          Amount,OTHER
R00390,9,"Deluxe Room Night          3       17,235.60",ITEM
R00390,10,Laundry Service            4          950.40,ITEM
R00390,11,"Breakfast Buffet           3        2,529.15",ITEM
R00390,12,Breakfast Buffet           1          460.32,ITEM
R00390,13,--------------------------------------------,OTHER
R00390,14,Total Qty: 11,OTHER
R00390,15,"Total Before Tax:                  21,175.47",SUBTOTAL
R00390,16,"CGST @ 6%:                          1,270.53",TAX
R00390,17,"SGST @ 6%:                          1,270.53",TAX
R00390,18,Rounding:                               0.47,TAX
R00390,19,"Bill Total:                       ₹23,717.00",TOTAL
R00390,20,--------------------------------------------,OTHER
R00390,21,Subject to local jurisdiction,FOOTER
R00391,0,GANGA DEPARTMENTAL STORE,VENDOR
R00391,1,"17 Mall Road, Kanpur 208001",ADDRESS
R00391,2,Ph: 9839066554,ADDRESS
R00391,3,GST No.: 09AABCG5566Z1ZD,GSTIN
R00391,4,RETAIL INVOICE,OTHER
R00391,5,--------------------------------------------,OTHER
R00391,6,Bill Date: 27-Mar-2025,DATE
R00391,7,Receipt No: INV-2025-97572,INVOICE
R00391,8,--------------------------------------------,OTHER
R00391,9,Item                     Qty          Amount,OTHER
R00391,10,Milk 1L                    3          177.69,ITEM
R00391,11,"Basmati Rice 5kg           2        1,086.38",ITEM
R00391,12,Milk 1L                    3          188.13,ITEM
R00391,13,Atta 5kg                   2          445.68,ITEM
R00391,14,--------------------------------------------,OTHER
R00391,15,Total Qty: 10,OTHER
R00391,16,"Sub Total:                          1,897.88",SUBTOTAL
R00391,17,CGST @ 2.5%:                           47.45,TAX
R00391,18,SGST @ 2.5%:                           47.44,TAX
R00391,19,Round Off Adj:                          0.23,TAX
R00391,20,"Bill Total:                        ₹1,993.00",TOTAL
R00391,21,--------------------------------------------,OTHER
R00391,22,Thank you for your business,FOOTER
R00391,23,UPI Payment,FOOTER
R00392,0,HYDERABAD BIRYANI HOUSE,VENDOR
R00392,1,"5 Gachibowli, Hyderabad 500081",ADDRESS
R00392,2,Ph: 9848012345,ADDRESS
R00392,3,GSTIN: 36AADCH4567S1ZS,GSTIN
R00392,4,CASH MEMO,OTHER
R00392,5,--------------------------------------------,OTHER
R00392,6,Invoice Number: RCPT-2025-52430,INVOICE
R00392,7,Date: 2025-02-17,DATE
R00392,8,--------------------------------------------,OTHER
R00392,9,Item                     Qty          Amount,OTHER
R00392,10,Veg Thali                  3          455.64,ITEM
R00392,11,Butter Naan                2          132.44,ITEM
R00392,12,"Paneer Butter Masala       4        1,208.32",ITEM
R00392,13,Paneer Butter Masala       2          365.74,ITEM
R00392,14,Biryani                    1          283.14,ITEM
R00392,15,--------------------------------------------,OTHER
R00392,16,"Taxable Value:                      2,445.28",SUBTOTAL
R00392,17,CGST @ 2.5%:                           61.13,TAX
R00392,18,SGST @ 2.5%:                           61.13,TAX
R00392,19,Rounding:                               0.46,TAX
R00392,20,"Grand Total:                        2,568.00",TOTAL
R00392,21,--------------------------------------------,OTHER
R00392,22,Thank you for your business,FOOTER
R00392,23,Cash Payment,FOOTER
R00393,0,PARK STREET CAFE,VENDOR
R00393,1,"40 Park Street, Kolkata 700017",ADDRESS
R00393,2,Ph: 9830044332,ADDRESS
R00393,3,GSTIN: 19AAFCP7890X1ZW,GSTIN
R00393,4,TAX INVOICE,OTHER
R00393,5,--------------------------------------------,OTHER
R00393,6,Invoice Date: 18.07.2025,DATE
R00393,7,Invoice Number: INV-2025-18021,INVOICE
R00393,8,Table: 2   Covers: 1,OTHER
R00393,9,--------------------------------------------,OTHER
R00393,10,Item                     Qty          Amount,OTHER
R00393,11,Butter Naan                4          191.64,ITEM
R00393,12,Masala Dosa                2          262.70,ITEM
R00393,13,Paneer Butter Masala       4          982.96,ITEM
R00393,14,Paneer Butter Masala       2          605.24,ITEM
R00393,15,Paneer Butter Masala       1          297.54,ITEM
R00393,16,Butter Naan                2          149.68,ITEM
R00393,17,--------------------------------------------,OTHER
R00393,18,Total Qty: 15,OTHER
R00393,19,"Total Before Tax:                   2,489.76",SUBTOTAL
R00393,20,CGST @ 2.5%:                           62.25,TAX
R00393,21,SGST @ 2.5%:                           62.24,TAX
R00393,22,Rounding:                              -0.25,TAX
R00393,23,"Bill Total:                        ₹2,614.00",TOTAL
R00393,24,--------------------------------------------,OTHER
R00393,25,Thank you for your business,FOOTER
R00393,26,Card Payment,FOOTER
R00394,0,Gujarat Enterprises,VENDOR
R00394,1,"7 CG Road, Ahmedabad 380009",ADDRESS
R00394,2,GST Reg No: 24AABCG2244U1ZA,GSTIN
R00394,3,GST INVOICE,OTHER
R00394,4,--------------------------------------------,OTHER
R00394,5,Invoice No: BILL-2024-14092,INVOICE
R00394,6,Invoice Date: 29-01-2025,DATE
R00394,7,--------------------------------------------,OTHER
R00394,8,Item                     Qty          Amount,OTHER
R00394,9,"Extension Board            4        1,485.20",ITEM
R00394,10,Extension Board            1          432.46,ITEM
R00394,11,"HDMI Cable 2m              4        1,803.36",ITEM
R00394,12,--------------------------------------------,OTHER
R00394,13,Total Qty: 9,OTHER
R00394,14,"Sub Total:                          3,721.02",SUBTOTAL
R00394,15,CGST @ 9%:                            334.89,TAX
R00394,16,SGST @ 9%:                            334.89,TAX
R00394,17,Round Off:                              0.20,TAX
R00394,18,"Grand Total:                       ₹4,391.00",TOTAL
R00394,19,--------------------------------------------,OTHER
R00394,20,THANK YOU VISIT AGAIN,FOOTER
R00394,21,UPI Payment,FOOTER
R00395,0,BENGAL BOOK DEPOT,VENDOR
R00395,1,"6 Park Street, Kolkata 700016",ADDRESS
R00395,2,Ph: 9830011234,ADDRESS
R00395,3,GSTIN: 19AACCB3456W1ZT,GSTIN
R00395,4,TAX INVOICE,OTHER
R00395,5,--------------------------------------------,OTHER
R00395,6,Bill No: BILL-2025-01583,INVOICE
R00395,7,"Bill Date: Jul 22, 2025",DATE
R00395,8,--------------------------------------------,OTHER
R00395,9,Item                     Qty          Amount,OTHER
R00395,10,"Printer Ink                2        1,894.34",ITEM
R00395,11,"A4 Paper Ream              4        1,041.48",ITEM
R00395,12,Notebook 200pg             2          235.70,ITEM
R00395,13,Marker Pen                 4          226.96,ITEM
R00395,14,--------------------------------------------,OTHER
R00395,15,"Total Before Tax:                   3,398.48",SUBTOTAL
R00395,16,CGST @ 9%:                            305.87,TAX
R00395,17,SGST @ 9%:                            305.86,TAX
R00395,18,Round Off:                             -0.21,TAX
R00395,19,"Total:                             ₹4,010.00",TOTAL
R00395,20,--------------------------------------------,OTHER
R00395,21,Subject to local jurisdiction,FOOTER
R00395,22,UPI Payment,FOOTER
R00396,0,CAFE COFFEE JUNCTION,VENDOR
R00396,1,"8 Indiranagar, Bengaluru 560095",ADDRESS
R00396,2,Ph: 9845033445,ADDRESS
R00396,3,GST No.: 29AAECC2233B1Z7,GSTIN
R00396,4,CASH MEMO,OTHER
R00396,5,--------------------------------------------,OTHER
R00396,6,Inv No: TI-2025-52826,INVOICE
R00396,7,Date: 19-Jun-2025,DATE
R00396,8,Table: 17   Covers: 4,OTHER
R00396,9,--------------------------------------------,OTHER
R00396,10,Item                     Qty          Amount,OTHER
R00396,11,Masala Dosa                4          410.40,ITEM
R00396,12,Paneer Butter Masala       2          427.94,ITEM
R00396,13,Paneer Butter Masala       1          326.00,ITEM
R00396,14,Filter Coffee              1           42.82,ITEM
R00396,15,Masala Dosa                1           91.61,ITEM
R00396,16,--------------------------------------------,OTHER
R00396,17,Total Qty: 9,OTHER
R00396,18,"Taxable Value:                      1,298.77",SUBTOTAL
R00396,19,CGST @ 2.5%:                           32.47,TAX
R00396,20,SGST @ 2.5%:                           32.47,TAX
R00396,21,Rounding:                               0.29,TAX
R00396,22,"Bill Total:                        ₹1,364.00",TOTAL
R00396,23,--------------------------------------------,OTHER
R00396,24,Goods once sold will not be taken back,FOOTER
R00397,0,Lucknow Travels Agencies,VENDOR
R00397,1,"3 Hazratganj, Lucknow 226001",ADDRESS
R00397,2,Ph: 9839011223,ADDRESS
R00397,3,GST Reg No: 09AAGCL1122Y1ZT,GSTIN
R00397,4,GST INVOICE,OTHER
